epoca,loss,val_loss,accuracy,val_accuracy
125,0.01851554960012436,0.015388624742627144,0.9825000166893005,0.9800000190734863
126,0.018451251089572906,0.015353405848145485,0.9825000166893005,0.9800000190734863
127,0.018401125445961952,0.01523409504443407,0.9825000166893005,0.9800000190734863
128,0.01834433525800705,0.015172434039413929,0.9825000166893005,0.9800000190734863
129,0.01829630322754383,0.015067031607031822,0.9825000166893005,0.9800000190734863
130,0.018240047618746758,0.01501490455120802,0.9825000166893005,0.9800000190734863
131,0.01819860003888607,0.014917981810867786,0.9825000166893005,0.9800000190734863
132,0.018148425966501236,0.014907896518707275,0.9825000166893005,0.9800000190734863
133,0.018100246787071228,0.014863903634250164,0.9825000166893005,0.9800000190734863
134,0.01806672476232052,0.014758236706256866,0.9825000166893005,0.9800000190734863
135,0.0180087611079216,0.014741320163011551,0.9825000166893005,0.9800000190734863
136,0.017972378060221672,0.014606824144721031,0.9825000166893005,0.9800000190734863
137,0.017927002161741257,0.014600987546145916,0.9825000166893005,0.9800000190734863
138,0.017885606735944748,0.014478211291134357,0.9825000166893005,0.9800000190734863
139,0.017847919836640358,0.014479321427643299,0.9825000166893005,0.9800000190734863
140,0.017809391021728516,0.014393460936844349,0.9825000166893005,0.9800000190734863
141,0.01776827499270439,0.014358839020133018,0.9825000166893005,0.9800000190734863
142,0.01773434691131115,0.014279439114034176,0.9825000166893005,0.9800000190734863
143,0.017691271379590034,0.014249281957745552,0.9825000166893005,0.9800000190734863
144,0.01766376569867134,0.014175628311932087,0.9825000166893005,0.9800000190734863
145,0.017624279484152794,0.014184024184942245,0.9825000166893005,0.9800000190734863
146,0.017590591683983803,0.014072868973016739,0.9825000166893005,0.9800000190734863
147,0.017557689920067787,0.014083168469369411,0.9825000166893005,0.9800000190734863
148,0.017521856352686882,0.013977179303765297,0.9825000166893005,0.9800000190734863
149,0.017493711784482002,0.01399066112935543,0.9825000166893005,0.9800000190734863
150,0.017462540417909622,0.013918583281338215,0.9825000166893005,0.9800000190734863
151,0.017428064718842506,0.013895146548748016,0.9825000166893005,0.9800000190734863
152,0.017402471974492073,0.013828364200890064,0.9825000166893005,0.9800000190734863
153,0.017367253080010414,0.013846014626324177,0.9825000166893005,0.9800000190734863
154,0.017342079430818558,0.013746265321969986,0.9825000166893005,0.9800000190734863
155,0.01731054298579693,0.01376395858824253,0.9825000166893005,0.9800000190734863
156,0.017283642664551735,0.013668372295796871,0.9825000166893005,0.9800000190734863
157,0.01725599728524685,0.013688546605408192,0.9825000166893005,0.9800000190734863
158,0.01723146252334118,0.013625359162688255,0.9825000166893005,0.9800000190734863
159,0.01720144785940647,0.013609008863568306,0.9825000166893005,0.9800000190734863
160,0.017180556431412697,0.013550542294979095,0.9825000166893005,0.9800000190734863
161,0.017146559432148933,0.013536935672163963,0.9825000166893005,0.9800000190734863
162,0.01713239774107933,0.01348222978413105,0.9825000166893005,0.9800000190734863
163,0.017099494114518166,0.01350435707718134,0.9825000166893005,0.9800000190734863
164,0.017081134021282196,0.01341331284493208,0.9825000166893005,0.9800000190734863
165,0.01705242693424225,0.013436290435492992,0.9825000166893005,0.9800000190734863
166,0.017032181844115257,0.013349140994250774,0.9825000166893005,0.9800000190734863
167,0.01700686104595661,0.013374317437410355,0.9825000166893005,0.9800000190734863
168,0.01699136197566986,0.013318759389221668,0.9825000166893005,0.9800000190734863
169,0.016958484426140785,0.013307681307196617,0.9825000166893005,0.9800000190734863
170,0.016948694363236427,0.01325642503798008,0.9825000166893005,0.9800000190734863
171,0.016916165128350258,0.01328086294233799,0.9825000166893005,0.9800000190734863
172,0.016905277967453003,0.013195235282182693,0.9825000166893005,0.9800000190734863
173,0.016875142231583595,0.013221127912402153,0.9825000166893005,0.9800000190734863
174,0.016864513978362083,0.013149789534509182,0.9825000166893005,0.9800000190734863
175,0.016837770119309425,0.01310879085212946,0.9825000166893005,0.9800000190734863
176,0.016819819808006287,0.013143155723810196,0.9825000166893005,0.9800000190734863
177,0.01680503785610199,0.013075479306280613,0.9825000166893005,0.9800000190734863
178,0.016779787838459015,0.01311088539659977,0.9825000166893005,0.9800000190734863
179,0.01676665060222149,0.013039208948612213,0.9825000166893005,0.9800000190734863
180,0.016742024570703506,0.012999637052416801,0.9825000166893005,0.9800000190734863
181,0.01672610454261303,0.013034510426223278,0.9825000166893005,0.9800000190734863
182,0.01671241782605648,0.012969007715582848,0.9825000166893005,0.9800000190734863
183,0.016688888892531395,0.013004976324737072,0.9825000166893005,0.9800000190734863
184,0.0166766420006752,0.012935381382703781,0.9825000166893005,0.9800000190734863
185,0.01665380224585533,0.012897850014269352,0.9825000166893005,0.9800000190734863
186,0.016639163717627525,0.012933225370943546,0.9825000166893005,0.9800000190734863
187,0.01662646234035492,0.012869831174612045,0.9825000166893005,0.9800000190734863
188,0.01660449430346489,0.01290642749518156,0.9825000166893005,0.9800000190734863
189,0.016593335196375847,0.012839210219681263,0.9825000166893005,0.9800000190734863
